Ciclo;CRS;Município;Código do IBGE;Ano;Número da armadilha;Ovos;Link;Latitude;Longitude;Resultado;Semana;Lat_lng
Fevereiro;;Montes Claros;3143302;2024;24;42;Montes Claros_24;-16,67581;-43,82484;Positiva;7;-16.67581,-43.82484
Fevereiro;;Montes Claros;3143302;2024;25;320;Montes Claros_25;-16,67809;-43,87594;Positiva;5;-16.67809,-43.87594
Fevereiro;;Montes Claros;3143302;2024;25;287;Montes Claros_25;-16,67809;-43,87594;Positiva;7;-16.67809,-43.87594
Fevereiro;;Montes Claros;3143302;2024;26;0;Montes Claros_26;-16,67819;-43,87309;Negativa;5;-16.67819,-43.87309
Fevereiro;;Montes Claros;3143302;2024;26;8;Montes Claros_26;-16,67819;-43,87309;Positiva;7;-16.67819,-43.87309
Fevereiro;;Montes Claros;3143302;2024;27;34;Montes Claros_27;-16,67842;-43,83770;Positiva;5;-16.67842,-43.83770
Fevereiro;;Montes Claros;3143302;2024;27;53;Montes Claros_27;-16,67842;-43,83770;Positiva;7;-16.67842,-43.83770
Fevereiro;;Montes Claros;3143302;2024;28;50;Montes Claros_28;-16,67906;-43,83375;Positiva;5;-16.67906,-43.83375
Fevereiro;;Montes Claros;3143302;2024;28;0;Montes Claros_28;-16,67906;-43,83375;Negativa;7;-16.67906,-43.83375
Fevereiro;;Montes Claros;3143302;2024;29;66;Montes Claros_29;-16,67864;-43,82784;Positiva;5;-16.67864,-43.82784
Fevereiro;;Montes Claros;3143302;2024;29;0;Montes Claros_29;-16,67864;-43,82784;Negativa;7;-16.67864,-43.82784
Fevereiro;;Montes Claros;3143302;2024;30;0;Montes Claros_30;-16,67826;-43,82475;Negativa;5;-16.67826,-43.82475
Fevereiro;;Montes Claros;3143302;2024;30;13;Montes Claros_30;-16,67826;-43,82475;Positiva;7;-16.67826,-43.82475
Fevereiro;;Montes Claros;3143302;2024;31;20;Montes Claros_31;-16,67912;-43,82075;Positiva;5;-16.67912,-43.82075
Fevereiro;;Montes Claros;3143302;2024;31;32;Montes Claros_31;-16,67912;-43,82075;Positiva;7;-16.67912,-43.82075
Fevereiro;;Montes Claros;3143302;2024;32;113;Montes Claros_32;-16,68079;-43,83728;Positiva;5;-16.68079,-43.83728
Fevereiro;;Montes Claros;3143302;2024;32;55;Montes Claros_32;-16,68079;-43,83728;Positiva;7;-16.68079,-43.83728
Fevereiro;;Montes Claros;3143302;2024;33;19;Montes Claros_33;-16,68246;-43,83430;Positiva;5;-16.68246,-43.83430
Fevereiro;;Montes Claros;3143302;2024;33;0;Montes Claros_33;-16,68246;-43,83430;Negativa;7;-16.68246,-43.83430
Fevereiro;;Montes Claros;3143302;2024;34;40;Montes Claros_34;-16,68153;-43,83117;Positiva;5;-16.68153,-43.83117
Fevereiro;;Montes Claros;3143302;2024;34;60;Montes Claros_34;-16,68153;-43,83117;Positiva;7;-16.68153,-43.83117
Fevereiro;;Montes Claros;3143302;2024;35;26;Montes Claros_35;-16,68138;-43,82843;Positiva;5;-16.68138,-43.82843
Fevereiro;;Montes Claros;3143302;2024;35;0;Montes Claros_35;-16,68138;-43,82843;Negativa;7;-16.68138,-43.82843
Fevereiro;;Montes Claros;3143302;2024;36;12;Montes Claros_36;-16,68189;-43,82564;Positiva;5;-16.68189,-43.82564
Fevereiro;;Montes Claros;3143302;2024;36;5;Montes Claros_36;-16,68189;-43,82564;Positiva;7;-16.68189,-43.82564
Fevereiro;;Montes Claros;3143302;2024;37;0;Montes Claros_37;-16,68045;-43,82308;Negativa;5;-16.68045,-43.82308
